predator,prey
0.00085,0.0034
0.00085,0.0043
0.00085,0.000154
0.00085,0.0057
0.00085,0.0006
0.00085,0.0037
0.00085,0.0029
0.00085,0.00059
0.00085,0.0005
0.00085,0.000534
0.00085,0.00204
0.00085,0.0001
0.00085,0.00159
0.00085,0.00008
0.00085,0.00117
0.00085,0.000146
0.00085,0.0002
0.00085,0.000283
0.00085,0.0001
0.00085,0.000481
0.00085,0.0014
0.00085,0.000236
0.00085,0.0007
0.00085,0.00065
0.00085,0.00003
0.00085,0.00015
0.00085,0.0026
0.00085,0.0046
0.00085,0.0084
0.00085,0.0003
0.00085,0.0568
0.00085,0.0217
0.00085,0.0001
0.00085,0.0002
0.00085,0.0002
0.00085,0.0021
0.0000843,0.000115
0.0000843,0.0000843
0.0000843,0.0000274
0.0000843,0.0002
0.0000843,0.00002
0.0000843,0.0000367
0.0000843,0.000615
0.0000843,0.0002
0.0000843,0.0002
0.0000843,0.0004
0.0000843,0.00005
0.0000843,0.000249
0.0000843,0.000154
0.0000843,0.000534
0.0000843,0.0001
0.0000843,0.0001
0.0000843,0.00159
0.0000843,0.00008
0.0000843,0.00117
0.0000843,0.000146
0.0000843,0.000114
0.0000843,0.0002
0.0000843,0.000283
0.0000843,0.0000591
0.0000843,0.0001
0.0000843,0.000481
0.0000843,0.000236
0.0000843,0.00003
0.0000843,0.00015
0.0000843,0.0003
0.0000843,0.0001
0.0000843,0.0002
0.0000843,0.0002
0.0000843,0.00003
0.00433,0.00433
0.00433,0.000203
0.00433,0.0000868
0.00433,0.00877
0.00433,0.00231
0.00433,0.00717
0.00433,0.000244
0.00433,0.0028
0.00433,0.0046
0.00433,0.0031
0.00433,0.0000841
0.00433,0.0009
0.00433,0.000475
0.00433,0.000475
0.00433,0.0006
0.00433,0.009
0.00433,0.0012
0.00433,0.0034
0.00433,0.0043
0.00433,0.0037
0.00433,0.0029
0.00433,0.00059
0.00433,0.0005
0.00433,0.00204
0.00433,0.0014
0.00433,0.0007
0.00433,0.00065
0.00433,0.0026
0.00433,0.0021
0.000203,0.00433
0.000203,0.000203
0.000203,0.0000868
0.000203,0.00231
0.000203,0.00717
0.000203,0.000244
0.000203,0.0028
0.000203,0.0046
0.000203,0.0031
0.000203,0.0000841
0.000203,0.0009
0.000203,0.000475
0.000203,0.000475
0.000203,0.0006
0.000203,0.0012
0.000203,0.0034
0.000203,0.0043
0.000203,0.0006
0.000203,0.00059
0.000203,0.0005
0.000203,0.000534
0.000203,0.00204
0.000203,0.0001
0.000203,0.00159
0.000203,0.0002
0.000203,0.0001
0.000203,0.000481
0.000203,0.0014
0.000203,0.000236
0.000203,0.0007
0.000203,0.00065
0.000203,0.00015
0.000203,0.0003
0.000203,0.0002
0.000203,0.0002
0.000203,0.0021
0.0004,0.0000274
0.0004,0.0002
0.0004,0.00028
0.0004,0.0001
0.0004,0.00008
0.0004,0.00117
0.0004,0.000146
0.0004,0.000114
0.0004,0.0000591
0.0004,0.0001
0.0004,0.00003
5000,0.0316
5000,0.0568
5000,0.0419
5000,0.0217
5000,35
0.0046,0.0028
0.0046,0.0046
0.0046,0.0031
0.0046,0.0031
0.0046,0.00002
0.0046,0.0000367
0.0046,0.0000841
0.0046,0.000615
0.0046,0.0009
0.0046,0.0002
0.0046,0.0002
0.0046,0.000475
0.0046,0.000475
0.0046,0.0004
0.0046,0.0006
0.0046,0.009
0.0046,0.00005
0.0046,0.000249
0.0046,0.0012
0.0046,0.0034
0.0046,0.0043
0.0046,0.000154
0.0046,0.0006
0.0046,0.0037
0.0046,0.0029
0.0046,0.0044
0.0046,0.00059
0.0046,0.0005
0.0046,0.00008
0.0046,0.0007
0.0046,0.00065
0.0046,0.00003
0.0046,0.00015
0.0046,0.0021
0.00001,0.00001
0.00001,0.00001
0.00001,0.00001
0.000505,0.0002
0.000505,0.000165
0.000505,0.0002
0.000505,0.00028
0.000505,0.00156
0.0001,0.00028
0.0001,0.00156
0.00315,0.000278
0.00315,0.000432
0.00315,0.0002
0.00315,0.0000511
0.00315,0.0002
0.00315,0.0000279
0.00315,0.00191
0.00315,0.0002
0.00315,0.0008
0.00315,0.000321
0.00315,0.0002
0.00315,0.000106
0.00315,0.000348
0.00315,0.000298
0.00315,0.000155
0.00315,0.000222
0.00315,0.0002
0.00315,0.0024
0.00001,0.00002
0.00001,0.00003
0.00001,0.000321
0.00001,0.0002
0.00001,0.000172
0.00001,0.0002
0.00001,0.00156
0.00001,0.00008
0.00001,0.0002
0.00001,0.0024
0.0046,0.00315
0.0046,0.000635
0.0046,0.00191
0.0046,0.0008
0.0046,0.0001
0.0046,0.00159
0.0046,0.000106
0.0046,0.000348
0.0046,0.000298
0.0046,0.000155
0.0046,0.000222
0.0046,0.0002
0.0046,0.0024
0.000225,0.00028
0.000225,0.00156
0.0002,0.00191
0.0002,0.00125
0.0002,0.00028
0.0002,0.00028
0.0002,0.00568
0.00003,100
0.00003,20
0.00003,35
0.00003,20000
0.00003,5000
0.00159,0.00125
0.00159,0.00028
0.00159,0.00028
0.00159,0.00568
0.000597,0.000278
0.000597,0.0002
0.000597,0.0000511
0.000597,0.000972
0.000597,0.000321
0.000597,0.0002
0.000597,0.00159
0.000597,0.000106
0.000597,0.000348
0.000597,0.000298
0.000597,0.000155
0.000597,0.000222
0.000597,0.000364
0.000597,0.0002
0.000597,0.0024
0.000278,0.000349
0.000278,0.0002
0.000278,0.0000511
0.000278,0.0004
0.000278,0.00002
0.000278,0.00003
0.000278,0.000321
0.000278,0.0002
0.000278,0.000172
0.000278,0.0002
0.000278,0.00156
0.000278,0.000298
0.000278,0.00008
0.114,0.00191
0.114,0.00125
0.114,0.00028
0.114,0.00028
0.114,0.00568
0.114,0.0035
0.00034,20
0.0309,0.00085
0.0309,0.00315
0.0309,0.0107
0.0309,0.00326
0.0309,0.000597
0.0309,0.00325
0.0309,0.00433
0.0309,0.00637
0.0309,0.0309
0.0309,0.0031
0.0309,0.00231
0.0309,0.0056
0.0309,0.0292
0.0309,0.0156
0.0309,0.00362
0.0309,0.00515
0.0309,0.00125
0.0309,0.000109
0.0309,0.00028
0.0309,0.00034
0.0309,0.0003
0.0309,0.000548
0.0309,0.000548
0.0309,0.0008
0.0309,0.004
0.0309,0.0027
0.0309,0.00568
0.0309,0.0005
0.0309,0.0012
0.0309,0.0028
0.0309,0.0035
0.0309,0.00219
0.0309,0.00185
0.0309,0.00085
0.0309,0.0053
20,0.00315
20,0.00001
20,0.0107
20,0.00326
20,0.0001
20,0.000597
20,0.000278
20,0.00372
20,0.0046
20,0.000432
20,0.00325
20,0.000635
20,0.000349
20,0.0002
20,0.00433
20,0.00637
20,0.0309
20,0.0031
20,0.00231
20,0.0000511
20,0.000972
20,0.0001
20,0.0009
20,0.0056
20,0.0292
20,0.0156
20,0.00385
20,0.0021
20,0.114
20,0.0002
20,0.0008
20,0.00362
20,0.00158
20,0.001
20,0.0001
20,0.00515
20,0.00125
20,0.000109
20,0.00028
20,0.00034
20,0.0003
20,0.004
20,0.0027
20,0.00568
20,0.0012
20,0.0028
20,0.00219
20,0.00159
20,0.000106
20,0.000348
20,0.000298
20,0.000155
20,0.000222
20,0.00185
20,0.00085
20,0.0153
20,0.000364
20,0.0053
20,0.107
20,0.0496
20,0.083
20,0.175
20,0.0812
20,0.0002
20,0.0024
0.0002,0.00002
0.0002,0.00003
0.0002,0.000172
0.0002,0.00008
210,0.107
210,0.0496
210,0.083
210,0.175
210,0.0812
210,20
0.0035,0.00325
0.0035,0.000635
0.0035,0.000109
0.0035,0.0012
0.0035,0.0028
0.0353,0.0056
0.0353,0.0292
0.0353,0.0156
0.000217,0.0002
0.000217,0.000165
0.000217,0.0002
0.000217,0.00028
0.000217,0.00156
0.00156,0.00001
0.00156,0.00001
0.000172,0.00002
0.000172,0.00008
0.0002,0.00315
0.0002,0.000505
0.0002,0.0001
0.0002,0.000164
0.0002,0.000225
0.0002,0.000217
0.0002,0.000432
0.0002,0.000635
0.0002,0.0004
0.0002,0.00191
0.0002,0.0056
0.0002,0.0002
0.0002,0.0008
0.0002,0.000165
0.0002,0.0001
0.0002,0.0002
0.0002,0.00028
0.0002,0.00156
0.0002,0.00159
0.0002,0.000106
0.0002,0.000348
0.0002,0.000298
0.0002,0.000155
0.0002,0.000222
0.0002,0.0002
0.0002,0.0024
0.0107,0.00362
0.0107,0.00515
0.0107,0.0003
0.0107,0.004
0.0107,0.0027
0.0107,0.0012
0.0107,0.0028
0.0107,0.00219
0.0107,0.00185
0.0107,0.00085
0.0107,0.0153
0.0107,0.0496
0.0107,0.083
0.0107,0.175
0.0107,0.0812
0.00326,0.00362
0.00326,0.000109
0.00326,0.000321
0.00326,0.00034
0.00326,0.0002
0.00326,0.0003
0.00326,0.000548
0.00326,0.000548
0.00326,0.0002
0.00326,0.0008
0.00326,0.004
0.00326,0.0005
0.00326,0.0012
0.00326,0.00219
0.00326,0.00159
0.00326,0.00185
0.00326,0.00085
0.00326,0.000364
0.00326,0.0002
0.00326,0.0024
0.00372,0.00315
0.00372,0.000635
0.00372,0.00191
0.00372,0.0008
0.00372,0.0001
0.00372,0.00159
0.00372,0.000106
0.00372,0.000348
0.00372,0.000298
0.00372,0.000155
0.00372,0.000222
0.00372,0.0002
0.00372,0.0024
0.0001,0.00002
0.0001,0.00003
0.0001,0.000321
0.0001,0.0002
0.0001,0.000172
0.0001,0.0002
0.0001,0.00156
0.0001,0.00008
0.0001,0.0002
0.0001,0.0024
100,2
100,0.0353
100,0.00085
100,35
0.00385,0.00085
0.00385,0.0056
0.00385,0.0292
0.00385,0.0156
0.001,0.00315
0.001,0.000505
0.001,0.000217
0.001,0.00372
0.001,0.0046
0.001,0.000432
0.001,0.00325
0.001,0.000635
0.001,0.00191
0.001,0.0009
0.001,0.0056
0.001,0.0292
0.001,0.0156
0.001,0.00385
0.001,0.0021
0.001,0.0002
0.001,0.0008
0.001,0.00158
0.001,0.0001
0.001,0.00028
0.001,0.0035
0.001,0.00219
0.001,0.00159
0.001,0.000106
0.001,0.000348
0.001,0.000298
0.001,0.000155
0.001,0.000222
0.001,0.00185
0.001,0.0002
0.001,0.0024
0.0153,0.00158
0.0153,0.00515
0.0153,0.00002
0.0153,0.00003
0.0153,0.00125
0.0153,0.000109
0.0153,0.00028
0.0153,0.000321
0.0153,0.00034
0.0153,0.0002
0.0153,0.000172
0.0153,0.0003
0.0153,0.000548
0.0153,0.000548
0.0153,0.00028
0.0153,0.0002
0.0153,0.0008
0.0153,0.004
0.0153,0.0027
0.0153,0.00568
0.0153,0.0005
0.0153,0.000364
0.0153,0.0053
0.000432,0.0004
0.000432,0.000165
0.000432,0.0002
0.000432,0.00028
0.000432,0.00156
0.000349,0.000349
0.000349,0.0002
0.000349,0.0000511
0.000349,0.0004
0.000349,0.00002
0.000349,0.00003
0.000349,0.000321
0.000349,0.0002
0.000349,0.000172
0.000349,0.0002
0.000349,0.00156
0.000349,0.00008
0.0002,0.00001
0.00325,0.00315
0.00325,0.000635
0.00325,0.00191
0.00325,0.0056
0.00325,0.0292
0.00325,0.0156
0.00325,0.0008
0.00325,0.0001
0.00325,0.00159
0.00325,0.000106
0.00325,0.000348
0.00325,0.000298
0.00325,0.000155
0.00325,0.000222
0.00325,0.0002
0.00325,0.0024
0.000635,0.000432
0.000635,0.0004
0.000635,0.0002
0.000635,0.000165
0.000635,0.0002
0.000635,0.00156
0.0031,0.00315
0.0031,0.000597
0.0031,0.000278
0.0031,0.0002
0.0031,0.00637
0.0031,0.0031
0.0031,0.00231
0.0031,0.000972
0.0031,0.00362
0.0031,0.000109
0.0031,0.00028
0.0031,0.00034
0.0031,0.0003
0.0031,0.000548
0.0031,0.000548
0.0031,0.0008
0.0031,0.0005
0.0031,0.0012
0.0031,0.00219
0.0031,0.00159
0.0031,0.000106
0.0031,0.000348
0.0031,0.000298
0.0031,0.000155
0.0031,0.000222
0.0031,0.00185
0.0031,0.00085
0.0031,0.000364
0.0031,0.0002
0.0031,0.0024
0.0008,0.00191
0.0008,0.00125
0.0008,0.00028
0.0008,0.00028
0.0008,0.00568
2,0.0353
2,0.00085
2,0.0009
2,0.0156
2,0.00385
2,0.001
2,0.00515
2,0.00125
2,0.004
2,0.0027
2,0.00568
2,0.0012
2,0.0028
2,0.0035
2,0.0053
0.00231,0.00315
0.00231,0.000597
0.00231,0.000278
0.00231,0.000972
0.00231,0.000109
0.00231,0.00034
0.00231,0.000548
0.00231,0.000548
0.00231,0.0005
0.00231,0.00159
0.00231,0.000106
0.00231,0.000348
0.00231,0.000298
0.00231,0.000155
0.00231,0.000222
0.00231,0.000364
0.00231,0.0002
0.00231,0.0024
0.0000511,0.000349
0.0000511,0.00002
0.0000511,0.000172
0.0000511,0.00156
0.0000511,0.00008
0.000972,0.000278
0.000972,0.0002
0.000972,0.0000511
0.000972,0.0002
0.000972,0.0000279
0.000972,0.0004
0.000972,0.00003
0.000972,0.000321
0.000972,0.0002
0.000972,0.0002
0.000972,0.000106
0.000972,0.000298
0.000972,0.000155
0.000972,0.000222
0.107,0.00362
0.107,0.00515
0.107,0.00002
0.107,0.00003
0.107,0.000109
0.107,0.000321
0.107,0.00034
0.107,0.0002
0.107,0.000172
0.107,0.0003
0.107,0.000548
0.107,0.000548
0.107,0.0002
0.107,0.0008
0.107,0.004
0.107,0.0027
0.107,0.0005
0.107,0.0012
0.107,0.0028
0.107,0.00008
0.107,0.00085
0.107,0.0153
0.107,0.000364
0.00158,0.00001
0.00158,0.00001
0.00158,0.00315
0.00158,0.000505
0.00158,0.0001
0.00158,0.00001
0.00158,0.000164
0.00158,0.000225
0.00158,0.000217
0.00158,0.000432
0.00158,0.000635
0.00158,0.0004
0.00158,0.00191
0.00158,0.0056
0.00158,0.0292
0.00158,0.0021
0.00158,0.0002
0.00158,0.0008
0.00158,0.000165
0.00158,0.0001
0.00158,0.0002
0.00158,0.00028
0.00158,0.00156
0.00158,0.00159
0.00158,0.000106
0.00158,0.000348
0.00158,0.000298
0.00158,0.000155
0.00158,0.000222
0.00158,0.0002
0.00158,0.0024
0.0001,0.00315
0.0001,0.000505
0.0001,0.0001
0.0001,0.000164
0.0001,0.000225
0.0001,0.000217
0.0001,0.000432
0.0001,0.000635
0.0001,0.0004
0.0001,0.00191
0.0001,0.0002
0.0001,0.0008
0.0001,0.000165
0.0001,0.0002
0.0001,0.00028
0.0001,0.00156
0.0001,0.00159
0.0001,0.000106
0.0001,0.000348
0.0001,0.000298
0.0001,0.000155
0.0001,0.000222
0.0001,0.0002
0.0001,0.0024
0.0496,0.00362
0.0496,0.00515
0.0496,0.00002
0.0496,0.00003
0.0496,0.000109
0.0496,0.000321
0.0496,0.00034
0.0496,0.0002
0.0496,0.000172
0.0496,0.0003
0.0496,0.000548
0.0496,0.000548
0.0496,0.0002
0.0496,0.0008
0.0496,0.004
0.0496,0.0027
0.0496,0.0005
0.0496,0.0012
0.0496,0.0028
0.0496,0.00008
0.0496,0.00085
0.0496,0.0153
0.0496,0.000364
0.083,0.00362
0.083,0.00515
0.083,0.00002
0.083,0.00003
0.083,0.000109
0.083,0.000321
0.083,0.00034
0.083,0.0002
0.083,0.000172
0.083,0.0003
0.083,0.000548
0.083,0.000548
0.083,0.0002
0.083,0.0008
0.083,0.004
0.083,0.0027
0.083,0.0005
0.083,0.0012
0.083,0.0028
0.083,0.00008
0.083,0.00085
0.083,0.0153
0.083,0.000364
0.175,0.00362
0.175,0.00515
0.175,0.00002
0.175,0.00003
0.175,0.000109
0.175,0.000321
0.175,0.00034
0.175,0.0002
0.175,0.000172
0.175,0.0003
0.175,0.000548
0.175,0.000548
0.175,0.0002
0.175,0.0008
0.175,0.004
0.175,0.0027
0.175,0.0005
0.175,0.0012
0.175,0.0028
0.175,0.00008
0.175,0.00085
0.175,0.0153
0.175,0.000364
0.0812,0.00362
0.0812,0.00515
0.0812,0.00002
0.0812,0.00003
0.0812,0.000109
0.0812,0.000321
0.0812,0.00034
0.0812,0.0002
0.0812,0.000172
0.0812,0.0003
0.0812,0.000548
0.0812,0.000548
0.0812,0.0002
0.0812,0.0008
0.0812,0.004
0.0812,0.0027
0.0812,0.0005
0.0812,0.0012
0.0812,0.0028
0.0812,0.00008
0.0812,0.00085
0.0812,0.0153
0.0812,0.000364
0.0001,0.000321
0.0001,0.0002
0.0001,0.0002
0.0001,0.00159
0.0001,0.000364
0.0001,0.0002
0.0001,0.0024
0.0002,0.000349
0.0002,0.0002
0.0002,0.0000511
0.0002,0.0004
0.0002,0.00002
0.0002,0.00003
0.0002,0.000321
0.0002,0.0002
0.0002,0.000172
0.0002,0.0002
0.0002,0.00156
0.0002,0.000106
0.0002,0.000348
0.0002,0.000298
0.0002,0.000155
0.0002,0.000222
0.0002,0.00008
0.0002,0.0002
0.0002,0.0024
0.0002,0.00315
0.0002,0.0004
0.0002,0.00191
0.0002,0.0021
0.0002,0.0002
0.0002,0.0008
0.0002,0.000165
0.0002,0.00158
0.0002,0.0001
0.0002,0.0002
0.0002,0.00028
0.0002,0.00028
0.0002,0.00156
0.0002,0.00219
0.0002,0.00159
0.0002,0.000106
0.0002,0.000348
0.0002,0.000298
0.0002,0.000155
0.0002,0.000222
0.0002,0.00185
0.0002,0.0002
0.0002,0.0024
0.0000279,0.00315
0.0000279,0.000597
0.0000279,0.000278
0.0000279,0.0002
0.0000279,0.0000279
0.0000279,0.0004
0.0000279,0.00002
0.0000279,0.00003
0.0000279,0.000109
0.0000279,0.000321
0.0000279,0.00034
0.0000279,0.0002
0.0000279,0.000172
0.0000279,0.0003
0.0000279,0.000548
0.0000279,0.000548
0.0000279,0.0002
0.0000279,0.0008
0.0000279,0.0005
0.0000279,0.00156
0.0000279,0.00219
0.0000279,0.00159
0.0000279,0.000106
0.0000279,0.000348
0.0000279,0.000298
0.0000279,0.000155
0.0000279,0.000222
0.0000279,0.00008
0.0000279,0.000364
0.0000279,0.0002
0.0000279,0.0024
0.0004,0.000278
0.0004,0.0000511
0.0004,0.000972
0.0004,0.0004
0.0004,0.00191
0.0004,0.0002
0.0004,0.0008
0.0004,0.000165
0.0004,0.0002
0.0004,0.00002
0.0004,0.00003
0.0004,0.000321
0.0004,0.0002
0.0004,0.000172
0.0004,0.0002
0.0004,0.00156
0.0004,0.00159
0.0004,0.000106
0.0004,0.000348
0.0004,0.000298
0.0004,0.000155
0.0004,0.000222
0.0004,0.00008
0.0004,0.000364
0.0004,0.0002
0.0004,0.0024
0.00433,0.00433
0.00433,0.00637
0.00433,0.0309
0.00433,0.0031
0.00433,0.00231
0.00433,0.00362
0.00433,0.00515
0.00433,0.000109
0.00433,0.00034
0.00433,0.0003
0.00433,0.000548
0.00433,0.000548
0.00433,0.0008
0.00433,0.004
0.00433,0.0027
0.00433,0.0005
0.00433,0.0012
0.00433,0.0028
0.00433,0.0035
0.00433,0.00219
0.00433,0.00185
0.00433,0.00085
0.00433,0.0053
0.00637,0.00433
0.00637,0.00637
0.00637,0.0309
0.00637,0.0031
0.00637,0.00231
0.00637,0.000972
0.00637,0.00362
0.00637,0.00515
0.00637,0.000109
0.00637,0.00034
0.00637,0.0003
0.00637,0.000548
0.00637,0.000548
0.00637,0.0008
0.00637,0.004
0.00637,0.0027
0.00637,0.0005
0.00637,0.0012
0.00637,0.0035
0.00637,0.00219
0.00637,0.00159
0.00637,0.000106
0.00637,0.000348
0.00637,0.000155
0.00637,0.000222
0.00637,0.00185
0.00637,0.00085
0.00637,0.000364
0.00637,0.0002
0.00637,0.0024
5000,2
5000,0.0353
5000,0.00085
5000,35
0.00001,0.00001
0.00001,0.00001
0.00001,0.00001
0.00001,0.00001
0.0151,0.0162
0.0151,0.0067
0.0151,0.0149
0.0151,0.0171
0.0816,0.000608
0.0816,0.00856
0.0816,0.0023
0.0816,0.0002
0.0816,0.0005
0.0816,0.00146
0.0816,0.0046
0.0816,0.000266
0.0816,0.0097
0.0816,0.0261
0.0816,0.0000533
0.0816,0.0000614
0.0816,0.000493
0.0816,0.0003
0.0816,0.0001
0.0816,0.0014
0.0816,0.0006
0.0816,0.0001
0.0816,0.0002
0.0816,0.0003
0.0816,0.0000333
0.0816,0.000295
0.0816,0.000421
0.0816,0.000421
0.0816,0.00024
0.0816,0.0001
0.0816,0.0000881
0.0816,0.0047
0.0816,0.001
0.0816,0.00153
0.0816,0.0064
0.0816,0.0034
0.0816,0.0118
0.0816,0.00059
0.0816,0.0005
0.0816,0.0002
0.0816,0.000747
0.0816,0.00008
0.0816,0.0188
0.0816,0.000318
0.0816,0.000224
0.0816,0.0025
0.0816,0.0011
0.0816,0.0001
0.0816,0.0046
0.0816,0.0055
0.0816,0.0084
0.000043,0.00001
0.000043,0.00001
0.000043,0.00001
0.000382,0.00127
0.000382,0.0000872
0.000382,0.000043
0.000382,0.000043
0.000382,0.00028
0.000382,0.000747
0.000382,0.00156
0.000382,0.00008
0.000382,0.000136
0.000382,0.000123
0.000209,0.00127
0.000209,0.000043
0.000209,0.0000274
0.000209,0.000043
0.000209,0.00028
0.000209,0.00156
0.000209,0.00008
0.000209,0.000136
0.00315,0.000999
0.00315,0.000106
0.00315,0.000173
0.00315,0.00031
0.00315,0.0008
0.00315,0.000285
0.00315,0.000608
0.00315,0.0002
0.00315,0.0005
0.00315,0.0004
0.00315,0.000266
0.00315,0.0001
0.00315,0.000493
0.00315,0.0003
0.00315,0.0001
0.00315,0.0001
0.00315,0.0002
0.00315,0.00024
0.00315,0.0000881
0.00315,0.000747
0.00315,0.000502
0.00315,0.000267
0.00315,0.0003
0.00315,0.000224
0.00315,0.0003
0.0000325,0.0002
0.0000325,0.0005
0.0000325,0.000266
0.0000325,0.0000533
0.0000325,0.000493
0.0000325,0.0003
0.0000325,0.0001
0.0000325,0.0001
0.0000325,0.0002
0.0000325,0.0003
0.0000325,0.0000333
0.0000325,0.00024
0.0000325,0.0001
0.0000325,0.0000881
0.0000325,0.000747
0.0000325,0.00156
0.0000325,0.00008
0.0000325,0.00003
0.0000325,0.000318
0.0000325,0.000224
0.00328,0.00315
0.00328,0.00115
0.00328,0.0015
0.00328,0.00317
0.00328,0.00034
0.00328,0.000608
0.00328,0.00065
0.00328,0.0004
0.00328,0.0005
0.00328,0.000346
0.00328,0.0001
0.00328,0.0001
0.00328,0.000502
0.00328,0.000922
0.00328,0.0016
0.00328,0.000267
0.00328,0.0003
0.00328,0.0003
0.000656,0.00000988
0.000656,0.00164
0.000656,0.000469
0.000656,0.0023
0.000656,0.0002
0.000656,0.0005
0.000656,0.00146
0.000656,0.0046
0.000656,0.000266
0.000656,0.0000533
0.000656,0.0000614
0.000656,0.000493
0.000656,0.0003
0.000656,0.0001
0.000656,0.0014
0.000656,0.0006
0.000656,0.0001
0.000656,0.0002
0.000656,0.0003
0.000656,0.0000333
0.000656,0.000295
0.000656,0.000421
0.000656,0.000421
0.000656,0.00024
0.000656,0.0001
0.000656,0.0000881
0.000656,0.001
0.000656,0.00153
0.000656,0.00059
0.000656,0.0005
0.000656,0.000747
0.000656,0.00156
0.000656,0.0017
0.000656,0.0016
0.000656,0.000318
0.000656,0.000224
0.000656,0.0025
0.000656,0.0001
0.000656,0.0816
0.000656,0.0046
0.000656,0.0055
0.000656,0.0084
0.000656,0.107
0.000656,0.107
0.000656,0.083
0.000656,0.0129
0.000656,0.00111
0.000656,0.0095
0.000656,0.0238
0.0003,0.0000533
0.0003,0.000493
0.0003,0.0001
0.0003,0.0001
0.0003,0.0002
0.0003,0.0003
0.0003,0.0000333
0.0003,0.0001
0.0003,0.00028
0.0003,0.0000881
0.0003,0.00008
0.0003,0.000136
0.0003,0.000123
0.0003,0.000267
0.0003,0.0003
0.0003,0.00003
0.000225,0.000043
0.000225,0.0000274
0.000225,0.000043
0.000225,0.00028
0.000225,0.00156
0.000225,0.00008
0.000225,0.000136
0.0000872,0.00001
0.0000872,0.00001
0.0000872,0.0001
0.0000872,0.00001
0.0000872,0.00001
0.000043,0.00001
0.000043,0.00001
0.000043,0.0001
0.000043,0.00001
0.000043,0.00001
0.00856,0.00008
0.000329,0.0014
0.000329,0.0162
0.000329,0.0067
0.000329,0.0149
0.000329,0.0171
0.0000533,100
0.0000533,20
0.0000533,35
0.0000533,20000
0.0000533,5000
0.0016,0.00125
0.0016,0.00028
0.0016,0.002
0.0016,0.00028
0.0016,0.00028
0.0016,0.006
0.0016,0.002
0.0003,0.00008
0.0001,0.0000533
0.0001,0.000493
0.0001,0.0003
0.0001,0.0000333
0.0001,0.0001
0.0001,0.00028
0.0001,0.0000881
0.0001,0.00008
0.0001,0.000136
0.0001,0.000123
0.0001,0.00003
0.000999,0.0000325
0.000999,0.000173
0.000999,0.000104
0.000999,0.000285
0.000999,0.0005
0.000999,0.0000533
0.000999,0.000493
0.000999,0.0001
0.000999,0.0001
0.000999,0.0002
0.000999,0.0003
0.000999,0.0000333
0.000999,0.0001
0.000999,0.0000881
0.000999,0.000747
0.000999,0.00156
0.000999,0.00008
0.000999,0.000136
0.000999,0.000123
0.000999,0.00003
0.0055,0.000608
0.0055,0.00856
0.0055,0.0023
0.0055,0.0002
0.0055,0.0005
0.0055,0.00146
0.0055,0.0046
0.0055,0.000266
0.0055,0.0097
0.0055,0.0261
0.0055,0.0000533
0.0055,0.0000614
0.0055,0.000493
0.0055,0.0003
0.0055,0.0001
0.0055,0.0014
0.0055,0.0006
0.0055,0.0001
0.0055,0.0002
0.0055,0.0003
0.0055,0.0000333
0.0055,0.000295
0.0055,0.000421
0.0055,0.000421
0.0055,0.00024
0.0055,0.0001
0.0055,0.0000881
0.0055,0.0047
0.0055,0.001
0.0055,0.00153
0.0055,0.0064
0.0055,0.0034
0.0055,0.0118
0.0055,0.00059
0.0055,0.0005
0.0055,0.0002
0.0055,0.000747
0.0055,0.00008
0.0055,0.000318
0.0055,0.000224
0.0055,0.0025
0.0055,0.0011
0.0055,0.0001
0.0084,0.000608
0.0084,0.00856
0.0084,0.0023
0.0084,0.0002
0.0084,0.0005
0.0084,0.00146
0.0084,0.0046
0.0084,0.000266
0.0084,0.0097
0.0084,0.0261
0.0084,0.0000533
0.0084,0.0000614
0.0084,0.000493
0.0084,0.0003
0.0084,0.0001
0.0084,0.0014
0.0084,0.0006
0.0084,0.0001
0.0084,0.0002
0.0084,0.0003
0.0084,0.0000333
0.0084,0.000295
0.0084,0.000421
0.0084,0.000421
0.0084,0.00024
0.0084,0.0001
0.0084,0.0000881
0.0084,0.0047
0.0084,0.001
0.0084,0.00153
0.0084,0.0064
0.0084,0.0034
0.0084,0.0118
0.0084,0.00059
0.0084,0.0005
0.0084,0.0002
0.0084,0.000747
0.0084,0.00008
0.0084,0.000318
0.0084,0.000224
0.0084,0.0025
0.0084,0.0011
0.0084,0.0001
0.0238,0.0000129
0.0238,0.000329
0.0238,0.00124
0.0238,0.00028
0.0238,0.0261
0.0238,0.0000533
0.0238,0.00125
0.0238,0.0000614
0.0238,0.00028
0.0238,0.000493
0.0238,0.0003
0.0238,0.0001
0.0238,0.0014
0.0238,0.0006
0.0238,0.0001
0.0238,0.0002
0.0238,0.0003
0.0238,0.0000333
0.0238,0.000295
0.0238,0.002
0.0238,0.000421
0.0238,0.000421
0.0238,0.00024
0.0238,0.0001
0.0238,0.00028
0.0238,0.00028
0.0238,0.0000881
0.0238,0.0047
0.0238,0.001
0.0238,0.00153
0.0238,0.0064
0.0238,0.0034
0.0238,0.006
0.0238,0.0118
0.0238,0.002
0.0238,0.00059
0.0238,0.0005
0.0238,0.000502
0.0238,0.000922
0.0238,0.00008
0.0238,0.000136
0.0238,0.000123
0.0238,0.000267
0.0238,0.0003
0.0238,0.0039
0.0238,0.0003
0.0238,0.0129
0.0238,0.0095
0.0238,0.0007
0.00065,0.0003
0.00065,0.0014
0.00065,0.0162
0.00065,0.0067
0.00065,0.0149
